	CD4_1	CD4_2	CD4_3	CD4_4	CD8_1	CD8_2	CD8_3
ENSMUSG00000031065	766	1069	317	517	914	765	1073
ENSMUSG00000031066	1520	2127	1289	1298	405	348	449
ENSMUSG00000031068	1758	2156	1607	1457	1467	1293	1535
ENSMUSG00000031070	0	0	0	0	0	0	0
ENSMUSG00000031072	148	275	171	172	182	194	179
ENSMUSG00000031073	0	0	0	0	2	0	0
ENSMUSG00000031074	0	0	0	0	0	0	0
ENSMUSG00000031075	0	0	0	0	0	0	0
ENSMUSG00000031077	37	64	35	18	90	50	50
ENSMUSG00000031078	18	26	0	0	63	30	42
ENSMUSG00000031079	24	19	0	1	13	19	16
ENSMUSG00000031085	0	0	0	0	0	0	0
ENSMUSG00000031089	0	0	0	0	0	0	0
ENSMUSG00000031090	385	529	266	220	339	285	436
ENSMUSG00000031093	2330	3471	1970	2091	2398	1882	2178
ENSMUSG00000031095	387	496	425	419	420	378	445
ENSMUSG00000031097	0	6	0	10	0	0	0
ENSMUSG00000031098	0	0	0	0	0	0	0
ENSMUSG00000031099	0	0	0	0	0	0	0
ENSMUSG00000031101	7413	12632	6132	7268	9049	7906	11546
ENSMUSG00000031103	1346	2157	962	1038	1288	1087	1137
ENSMUSG00000031104	1	0	5	0	0	2	0
ENSMUSG00000031105	84	117	45	34	55	82	122
ENSMUSG00000031107	195	84	92	107	94	91	110
ENSMUSG00000031109	174	167	130	143	129	123	207
ENSMUSG00000031111	0	0	0	0	0	0	0
ENSMUSG00000031112	962	1137	911	712	918	852	1207
ENSMUSG00000031118	0	0	0	0	0	0	0
ENSMUSG00000031119	0	0	0	0	0	0	0
ENSMUSG00000031125	4	15	16	9	19	9	7
ENSMUSG00000031129	863	921	520	523	862	944	831
ENSMUSG00000031130	0	0	0	0	0	0	0
ENSMUSG00000031131	0	0	0	0	0	0	0
ENSMUSG00000031132	78	31	10	41	1869	1694	2979
ENSMUSG00000031133	2973	4287	2842	3246	2932	2877	3469
ENSMUSG00000031134	511	724	479	461	660	597	769
ENSMUSG00000031137	1090	1568	1445	1393	251	404	392
ENSMUSG00000031138	0	0	0	1	0	0	0
ENSMUSG00000031139	0	0	0	0	0	0	0
ENSMUSG00000031142	0	2	0	4	0	1	0
ENSMUSG00000031143	618	997	778	665	888	762	995
ENSMUSG00000031144	2	5	4	21	52	41	29
ENSMUSG00000031145	503	597	322	364	553	504	691
ENSMUSG00000031146	940	1194	680	764	661	616	700
ENSMUSG00000031147	0	0	0	0	0	0	0
ENSMUSG00000031148	1135	1627	1011	1146	1447	1196	1424
ENSMUSG00000031149	515	601	390	449	414	410	483
ENSMUSG00000031150	0	0	0	0	0	0	1
ENSMUSG00000031153	845	1146	563	591	1007	945	1203
ENSMUSG00000031154	2979	3560	2340	2993	3495	3335	3830
ENSMUSG00000031155	4098	6959	3264	2941	2179	1733	2750
ENSMUSG00000031156	317	438	188	258	323	338	464
ENSMUSG00000031157	2082	1785	1919	1706	1835	1636	1918
ENSMUSG00000031158	768	996	759	718	964	755	913
ENSMUSG00000031160	0	0	0	0	0	0	0
ENSMUSG00000031161	318	450	231	287	401	426	451
ENSMUSG00000031162	13	49	27	0	78	93	306
ENSMUSG00000031163	0	0	0	0	0	0	0
ENSMUSG00000031165	488	635	472	444	864	427	437
ENSMUSG00000031166	464	597	413	149	456	448	468
ENSMUSG00000031167	7762	5965	7170	5781	5694	5728	5598
ENSMUSG00000031168	1062	1196	828	768	1027	890	1131
ENSMUSG00000031169	0	0	0	0	0	0	0
ENSMUSG00000031170	0	0	0	0	0	0	0
ENSMUSG00000031171	364	603	256	309	366	298	415
ENSMUSG00000031173	0	0	0	0	0	0	0
ENSMUSG00000031174	79	82	15	56	37	53	66
ENSMUSG00000031176	235	243	167	187	217	193	220
ENSMUSG00000031179	0	0	0	0	0	0	0
ENSMUSG00000031181	0	0	0	0	0	0	0
ENSMUSG00000031182	0	0	0	0	0	0	0
ENSMUSG00000031189	0	0	0	0	0	0	0
ENSMUSG00000031194	0	0	0	0	0	0	0
ENSMUSG00000031196	0	11	0	0	0	3	3
ENSMUSG00000031197	957	1101	988	843	958	763	1056
ENSMUSG00000031198	536	659	569	440	487	369	376
ENSMUSG00000031200	24	30	14	10	27	12	38
ENSMUSG00000031201	596	985	726	732	779	578	731
ENSMUSG00000031202	0	8	0	0	0	4	3
ENSMUSG00000031204	0	0	0	0	0	0	0
ENSMUSG00000031207	27548	33655	30413	28605	30019	29090	32977
ENSMUSG00000031209	0	0	0	0	0	0	0
ENSMUSG00000031210	0	0	0	0	0	0	0
ENSMUSG00000031212	0	0	0	0	0	0	0
ENSMUSG00000031214	0	0	0	0	0	0	0
ENSMUSG00000031216	0	35	0	0	1	7	0
ENSMUSG00000031217	69	44	69	69	46	40	81
ENSMUSG00000031220	15	0	0	0	7	4	5
ENSMUSG00000031221	765	795	690	605	625	489	593
ENSMUSG00000031224	0	13	0	0	11	0	13
ENSMUSG00000031226	621	797	563	674	643	446	680
ENSMUSG00000031227	242	150	259	278	144	249	283
ENSMUSG00000031229	1990	2118	1038	1186	1703	1973	2101
ENSMUSG00000031230	0	0	0	0	0	4	4
ENSMUSG00000031231	1421	911	1546	945	1303	1047	1379
ENSMUSG00000031232	714	885	684	602	684	598	821
ENSMUSG00000031233	0	0	0	0	0	0	0
ENSMUSG00000031239	1632	2037	1210	1104	2719	2035	3000
ENSMUSG00000031241	0	0	0	0	0	0	0
ENSMUSG00000031242	363	505	365	306	498	414	454
ENSMUSG00000031245	189	171	257	158	157	143	178
ENSMUSG00000031246	408	524	455	466	536	527	545
ENSMUSG00000031250	0	0	0	0	0	0	0
ENSMUSG00000031253	0	0	0	0	0	0	0
ENSMUSG00000031255	6	0	0	0	0	0	0
ENSMUSG00000031256	862	1359	888	747	1073	701	1026
ENSMUSG00000031257	2	0	1	9	18	1	4
ENSMUSG00000031258	185	229	71	75	149	131	169
ENSMUSG00000031262	15	109	16	70	6	26	43
ENSMUSG00000031264	85	209	10	73	58	36	44
ENSMUSG00000031266	125	196	188	225	280	120	194
ENSMUSG00000031270	0	0	0	0	0	0	0
ENSMUSG00000031271	0	0	0	0	0	0	0
ENSMUSG00000031273	0	0	0	0	0	0	0
ENSMUSG00000031274	0	0	0	0	0	0	0
ENSMUSG00000031278	228	324	168	263	271	283	381
ENSMUSG00000031283	0	0	0	0	0	0	0
ENSMUSG00000031284	0	0	0	0	1	0	0
ENSMUSG00000031285	0	0	0	0	0	0	0
ENSMUSG00000031286	2	1	11	0	28	10	24
ENSMUSG00000031289	0	0	0	0	0	0	0
ENSMUSG00000031290	0	0	0	0	0	0	0
ENSMUSG00000031292	4	38	4	0	0	14	7
ENSMUSG00000031293	0	3	0	0	0	1	0
ENSMUSG00000031294	0	0	0	0	0	0	5
ENSMUSG00000031295	336	364	247	88	159	229	276
ENSMUSG00000031297	10	0	0	0	12	0	11
ENSMUSG00000031298	0	0	0	0	0	0	0
ENSMUSG00000031299	1817	2556	1739	1683	2146	1968	2477
ENSMUSG00000031302	9	0	0	3	0	5	4
ENSMUSG00000031303	10	11	23	1	22	6	15
ENSMUSG00000031304	26465	32883	24685	24565	28397	24352	29453
ENSMUSG00000031309	456	522	415	309	430	267	271
ENSMUSG00000031310	442	489	330	286	378	348	430
ENSMUSG00000031311	5358	6409	5200	4939	5369	4803	5592
ENSMUSG00000031312	3	0	0	1	6	0	2
ENSMUSG00000031314	434	757	359	363	581	453	720
ENSMUSG00000031320	15845	15639	15558	13748	14274	8640	10456
ENSMUSG00000031323	0	0	0	0	0	0	0
ENSMUSG00000031325	0	0	0	0	0	0	0
ENSMUSG00000031326	0	0	0	0	0	1	0
ENSMUSG00000031327	5	25	1	18	0	18	19
ENSMUSG00000031328	15656	22724	14082	14457	26188	18387	15186
ENSMUSG00000031329	2	0	2	0	3	0	0
ENSMUSG00000031330	0	0	0	0	0	0	0
ENSMUSG00000031333	224	446	104	201	207	245	267
ENSMUSG00000031337	101	154	39	45	71	95	125
ENSMUSG00000031340	0	0	0	0	0	0	0
ENSMUSG00000031342	10	54	11	19	423	292	439
ENSMUSG00000031343	0	0	0	0	0	0	0
ENSMUSG00000031344	0	0	0	0	0	0	0
ENSMUSG00000031347	952	1040	924	826	819	624	858
ENSMUSG00000031349	420	556	520	320	395	393	450
ENSMUSG00000031351	0	0	0	0	0	0	5
ENSMUSG00000031352	490	512	476	417	480	454	543
ENSMUSG00000031353	4846	6741	4253	4258	3937	3178	4335
ENSMUSG00000031354	0	0	0	0	0	0	0
ENSMUSG00000031355	0	5	4	0	0	0	0
ENSMUSG00000031357	441	543	450	390	544	355	591
ENSMUSG00000031358	378	627	436	340	412	322	407
ENSMUSG00000031360	2032	2263	1803	1651	2196	1922	2069
ENSMUSG00000031362	231	245	178	160	306	278	419
ENSMUSG00000031364	0	0	0	0	0	0	0
ENSMUSG00000031365	111	231	83	147	359	124	228
ENSMUSG00000031367	164	255	290	238	240	227	204
ENSMUSG00000031370	470	472	531	514	487	457	452
ENSMUSG00000031371	372	438	241	179	388	341	396
ENSMUSG00000031372	0	0	0	0	0	0	0
ENSMUSG00000031373	16	3	13	4	27	39	41
ENSMUSG00000031374	0	6	0	0	0	0	0
ENSMUSG00000031375	0	0	0	0	0	0	0
ENSMUSG00000031376	0	0	0	0	0	0	0
ENSMUSG00000031377	0	0	0	0	0	0	0
ENSMUSG00000031378	792	1297	507	715	1000	965	1032
ENSMUSG00000031379	5	3	3	0	0	0	1
ENSMUSG00000031380	0	0	0	0	0	0	0
ENSMUSG00000031381	561	772	263	184	192	181	234
ENSMUSG00000031382	0	0	0	0	0	2	0
ENSMUSG00000031383	4	5	0	8	0	4	1
ENSMUSG00000031384	1	0	0	0	0	0	0
ENSMUSG00000031385	0	0	0	0	0	0	6
ENSMUSG00000031386	1448	2387	882	949	1481	1316	1436
ENSMUSG00000031387	27	47	28	45	45	12	33
ENSMUSG00000031388	1308	1614	1161	913	1160	1020	1298
ENSMUSG00000031389	4857	6434	3098	3018	6107	5319	6926
ENSMUSG00000031390	31	23	6	10	29	24	30
ENSMUSG00000031391	122	160	97	208	690	688	722
ENSMUSG00000031392	4086	4895	2963	3147	3250	3357	3994
ENSMUSG00000031393	308	437	306	299	426	335	559
ENSMUSG00000031394	0	0	0	0	0	0	0
ENSMUSG00000031397	12	6	14	9	34	47	18
ENSMUSG00000031398	11	15	25	14	61	31	34
ENSMUSG00000031399	367	368	196	312	301	283	395
ENSMUSG00000031400	1493	1515	1381	1225	1376	1198	1517
ENSMUSG00000031402	1165	1521	890	830	1249	1168	1498
ENSMUSG00000031403	2880	3857	1784	1977	2039	1736	2131
ENSMUSG00000031409	0	0	0	0	0	0	0
ENSMUSG00000031410	0	0	0	0	0	0	0
ENSMUSG00000031411	0	0	0	0	0	0	0
ENSMUSG00000031422	1256	1627	1201	1193	1449	1343	1536
ENSMUSG00000031424	0	0	0	0	0	0	0
ENSMUSG00000031425	40	13	8	8	19	15	37
ENSMUSG00000031428	505	703	337	318	243	210	269
ENSMUSG00000031429	568	848	494	521	577	460	847
ENSMUSG00000031430	0	0	0	0	0	0	0
ENSMUSG00000031431	12123	17827	14570	17005	11337	8879	14125
ENSMUSG00000031432	1996	2397	1805	1712	1788	1423	1834
ENSMUSG00000031433	51	47	40	59	55	24	34
ENSMUSG00000031434	0	0	1	0	7	0	0
ENSMUSG00000031438	24	16	14	41	56	51	69
ENSMUSG00000031441	123	195	93	142	177	243	130
ENSMUSG00000031442	0	0	0	0	0	0	4
ENSMUSG00000031443	0	0	0	0	0	0	0
ENSMUSG00000031444	0	0	0	0	0	0	0
ENSMUSG00000031445	31	32	36	17	70	25	41
ENSMUSG00000031446	578	1034	406	450	637	663	1013
ENSMUSG00000031447	1948	2129	2762	3283	4388	4287	4399
ENSMUSG00000031448	0	0	0	0	0	0	0
ENSMUSG00000031449	0	0	0	0	0	0	0
ENSMUSG00000031450	0	0	0	0	0	0	0
ENSMUSG00000031451	0	0	0	0	0	2	2
ENSMUSG00000031452	1	0	0	0	0	0	1
ENSMUSG00000031453	7610	9817	4589	5390	8306	7707	9175
ENSMUSG00000031458	1	21	5	22	16	7	7
ENSMUSG00000031461	8	0	0	1	0	1	0
ENSMUSG00000031465	0	0	0	1	0	0	0
ENSMUSG00000031467	505	502	546	429	560	446	593
ENSMUSG00000031471	0	0	0	0	0	0	0
ENSMUSG00000031478	79	97	29	115	99	85	102
ENSMUSG00000031479	919	978	798	838	711	746	965
ENSMUSG00000031480	1	2	0	12	2	12	24
ENSMUSG00000031481	0	0	0	0	0	0	0
ENSMUSG00000031482	332	498	256	294	204	203	250
ENSMUSG00000031483	293	290	252	146	243	195	269
ENSMUSG00000031485	691	1014	687	671	781	579	836
ENSMUSG00000031486	0	2	1	6	0	0	0
ENSMUSG00000031487	97	176	185	163	104	119	151
ENSMUSG00000031488	512	671	488	404	528	483	586
ENSMUSG00000031489	0	0	0	0	0	0	0
ENSMUSG00000031490	366	398	192	223	241	184	178
ENSMUSG00000031491	0	0	0	0	0	0	0
ENSMUSG00000031492	0	0	0	0	0	0	0
ENSMUSG00000031493	0	0	0	0	0	1	0
ENSMUSG00000031494	5	0	1	11	0	0	0
ENSMUSG00000031495	3	0	0	0	0	0	0
ENSMUSG00000031497	2	0	0	0	14	8	17
ENSMUSG00000031502	0	0	0	1	3	0	5
ENSMUSG00000031503	0	0	0	3	0	2	0
ENSMUSG00000031504	336	534	366	459	413	360	403
ENSMUSG00000031505	287	432	226	301	313	281	464
ENSMUSG00000031506	2015	3227	1555	1434	3160	3513	4052
ENSMUSG00000031508	4041	4050	2070	2667	3288	3247	3621
ENSMUSG00000031509	0	0	0	0	0	0	2
ENSMUSG00000031510	0	0	0	0	0	0	0
ENSMUSG00000031511	147	182	139	192	225	196	230
ENSMUSG00000031512	0	0	0	0	3	0	1
ENSMUSG00000031513	1597	2094	1523	1500	2312	1707	2795
ENSMUSG00000031516	1156	1333	874	972	1438	1335	1510
ENSMUSG00000031517	0	0	0	0	11	0	0
ENSMUSG00000031518	0	0	0	0	0	0	0
ENSMUSG00000031519	14	3	3	1	8	9	11
ENSMUSG00000031520	0	0	0	0	10	16	2
ENSMUSG00000031521	283	372	242	337	282	263	282
ENSMUSG00000031523	0	0	1	0	3	1	0
ENSMUSG00000031527	836	1001	520	637	581	543	752
ENSMUSG00000031529	245	274	267	193	347	211	190
ENSMUSG00000031530	171	159	236	250	548	540	415
ENSMUSG00000031532	20121	22657	22044	23297	16396	15906	16592
ENSMUSG00000031533	194	170	183	193	213	133	243
ENSMUSG00000031534	123	109	230	228	326	268	248
ENSMUSG00000031535	0	0	0	0	0	0	0
ENSMUSG00000031536	401	571	257	335	502	343	590
ENSMUSG00000031537	5190	6768	4659	4285	4577	4447	5618
ENSMUSG00000031538	74	68	196	149	43	51	39
ENSMUSG00000031539	478	582	358	357	455	372	474
ENSMUSG00000031540	1217	1522	1000	1275	1362	1298	1398
ENSMUSG00000031543	3	18	0	0	0	3	1
ENSMUSG00000031545	1524	2130	1179	1294	2016	1625	1766
ENSMUSG00000031546	934	1058	666	687	740	661	865
ENSMUSG00000031548	0	0	0	0	0	0	0
ENSMUSG00000031549	0	0	0	0	0	0	0
ENSMUSG00000031551	0	0	2	0	0	0	0
ENSMUSG00000031552	0	0	0	0	0	0	0
ENSMUSG00000031553	0	1	0	0	0	0	0
ENSMUSG00000031554	0	0	0	0	0	0	0
ENSMUSG00000031555	71	119	40	78	85	54	67
ENSMUSG00000031556	989	1181	1445	1264	864	742	873
ENSMUSG00000031557	3167	3952	2802	2804	2956	3205	3484
ENSMUSG00000031558	0	0	0	0	0	0	0
ENSMUSG00000031559	0	0	0	0	0	0	0
ENSMUSG00000031561	4	0	0	0	0	0	0
ENSMUSG00000031562	112	192	108	90	45	69	69
ENSMUSG00000031563	36	12	89	24	1	11	26
ENSMUSG00000031565	10	30	7	3	4	0	5
ENSMUSG00000031568	433	559	354	211	452	280	406
ENSMUSG00000031570	112	92	35	42	60	92	115
ENSMUSG00000031574	66	21	21	24	12	38	28
ENSMUSG00000031575	1239	1759	889	997	1162	991	1346
ENSMUSG00000031576	0	0	0	0	0	2	0
ENSMUSG00000031577	257	377	177	280	203	155	250
ENSMUSG00000031578	1015	1274	965	851	869	842	933
ENSMUSG00000031583	401	651	326	461	503	391	512
ENSMUSG00000031584	771	847	749	961	934	853	971
ENSMUSG00000031585	343	405	212	142	336	301	421
ENSMUSG00000031586	46	24	49	56	31	17	21
ENSMUSG00000031590	814	974	710	855	913	728	1049
ENSMUSG00000031591	508	514	258	474	540	527	654
ENSMUSG00000031592	303	343	205	137	165	190	192
ENSMUSG00000031594	0	0	0	0	0	0	0
ENSMUSG00000031595	0	0	0	0	0	0	1
ENSMUSG00000031596	0	0	0	0	0	0	0
ENSMUSG00000031600	448	477	347	287	458	408	533
ENSMUSG00000031601	1096	1138	1212	1017	1239	1103	1392
ENSMUSG00000031603	0	0	0	5	0	0	0
ENSMUSG00000031604	356	364	376	302	367	302	441
ENSMUSG00000031605	72	52	117	172	230	148	113
ENSMUSG00000031608	651	1004	685	619	998	813	1062
ENSMUSG00000031609	336	313	282	332	135	214	170
ENSMUSG00000031610	0	0	0	0	0	0	0
ENSMUSG00000031613	0	18	0	0	31	6	23
ENSMUSG00000031616	0	0	0	0	0	0	0
ENSMUSG00000031617	477	693	325	404	500	516	697
ENSMUSG00000031618	2	25	0	0	10	12	7
ENSMUSG00000031620	0	0	0	0	0	0	0
ENSMUSG00000031621	0	0	0	0	0	0	0
ENSMUSG00000031622	3213	3320	2501	2598	2897	2683	3043
ENSMUSG00000031626	0	0	0	0	1	1	3
ENSMUSG00000031627	836	1186	778	944	950	784	1114
ENSMUSG00000031628	273	298	251	228	369	372	321
ENSMUSG00000031629	60	90	19	47	18	31	33
ENSMUSG00000031631	220	303	122	94	174	178	290
ENSMUSG00000031633	4033	4495	3116	3310	1867	1566	2118
ENSMUSG00000031634	190	354	100	186	227	266	295
ENSMUSG00000031635	0	0	0	0	0	0	0
ENSMUSG00000031636	0	0	0	0	0	0	0
ENSMUSG00000031637	4	0	0	0	0	0	0
ENSMUSG00000031639	21	5	2	15	3	4	20
ENSMUSG00000031640	0	0	0	0	0	0	0
ENSMUSG00000031641	62	138	51	62	107	70	141
ENSMUSG00000031642	27	54	74	35	122	120	145
ENSMUSG00000031644	168	217	140	183	114	162	190
ENSMUSG00000031645	0	0	0	0	0	0	0
ENSMUSG00000031647	0	4	0	0	0	0	0
ENSMUSG00000031651	0	0	0	0	0	0	0
ENSMUSG00000031652	684	606	326	424	546	376	400
ENSMUSG00000031654	0	0	0	0	0	0	0
ENSMUSG00000031657	961	1165	891	817	798	840	995
ENSMUSG00000031659	4946	7401	2865	3275	4417	4036	5186
ENSMUSG00000031660	501	578	387	500	669	546	912
ENSMUSG00000031661	0	0	0	0	0	0	0
ENSMUSG00000031662	150	158	245	198	384	437	351
ENSMUSG00000031665	0	0	0	0	0	0	0
ENSMUSG00000031666	1943	2253	1110	1490	2182	1988	2576
ENSMUSG00000031667	340	569	320	390	414	364	480
ENSMUSG00000031668	353	355	760	1037	756	726	553
ENSMUSG00000031669	117	281	99	117	79	96	226
ENSMUSG00000031671	807	863	567	639	693	695	974
ENSMUSG00000031672	2493	3139	2419	2625	2372	1908	2448
ENSMUSG00000031673	0	2	1	2	1	3	1
ENSMUSG00000031681	728	1031	672	870	554	576	956
ENSMUSG00000031682	0	0	0	0	0	0	0
ENSMUSG00000031683	1212	1281	1059	1041	1165	1011	1214
ENSMUSG00000031684	246	338	340	352	295	221	284
ENSMUSG00000031688	0	0	0	0	0	0	0
ENSMUSG00000031691	571	800	271	309	530	420	511
ENSMUSG00000031696	1531	2515	1692	1543	1987	1754	2303
ENSMUSG00000031697	410	386	310	346	317	320	273
ENSMUSG00000031698	0	0	0	0	0	0	0
ENSMUSG00000031700	60	37	38	14	19	19	30
ENSMUSG00000031701	4327	4908	6633	6717	3858	3392	4389
ENSMUSG00000031703	1326	1644	1049	1160	1329	1129	1506
ENSMUSG00000031706	947	671	543	748	671	768	618
ENSMUSG00000031708	2660	2992	2096	2016	2851	2417	2992
ENSMUSG00000031709	9	6	2	0	0	4	1
ENSMUSG00000031710	0	0	0	0	0	0	0
ENSMUSG00000031711	860	1158	831	833	827	871	1165
ENSMUSG00000031712	12	2	10	0	3	4	2
ENSMUSG00000031714	0	0	0	0	0	0	0
ENSMUSG00000031715	1223	995	1380	1783	2682	2767	2220
ENSMUSG00000031722	7	16	1	12	2	9	4
ENSMUSG00000031723	56	60	37	60	67	34	75
ENSMUSG00000031725	0	0	0	0	0	0	0
ENSMUSG00000031727	0	0	0	0	0	0	1
ENSMUSG00000031728	111	135	156	203	114	112	99
ENSMUSG00000031729	2189	2791	2065	2079	2096	2086	2653
ENSMUSG00000031730	514	855	446	473	468	471	549
ENSMUSG00000031731	1397	1238	1041	968	1388	1033	1147
ENSMUSG00000031732	24	29	0	12	13	17	19
ENSMUSG00000031734	0	0	0	0	0	2	0
ENSMUSG00000031736	0	2	0	2	5	1	0
ENSMUSG00000031737	0	0	9	0	0	0	1
ENSMUSG00000031738	0	0	0	0	0	0	0
ENSMUSG00000031740	0	0	0	5	0	0	0
ENSMUSG00000031748	1	0	0	0	0	0	0
ENSMUSG00000031749	40	49	51	4	329	264	325
ENSMUSG00000031750	0	0	0	0	0	0	0
ENSMUSG00000031751	1667	1677	2086	2595	3426	3677	3357
ENSMUSG00000031753	531	699	171	355	604	493	747
ENSMUSG00000031754	1828	2136	1517	1406	1471	1309	1707
ENSMUSG00000031755	194	184	137	120	119	105	223
ENSMUSG00000031756	31	107	26	21	57	23	35
ENSMUSG00000031757	0	0	0	0	0	0	0
ENSMUSG00000031758	276	435	305	363	439	506	492
ENSMUSG00000031760	0	0	0	0	1	2	1
ENSMUSG00000031762	1	0	4	2	2	1	3
ENSMUSG00000031765	40	6	22	24	35	29	19
ENSMUSG00000031766	0	1	4	7	0	1	2
ENSMUSG00000031767	133	156	74	53	166	77	177
ENSMUSG00000031770	2711	2862	2133	2244	2996	2774	3123
ENSMUSG00000031772	0	0	0	0	0	0	0
ENSMUSG00000031774	872	1167	596	860	795	814	966
ENSMUSG00000031775	1	0	1	0	0	0	0
ENSMUSG00000031776	4918	4833	4688	4301	4350	4495	4743
ENSMUSG00000031778	0	0	1	0	0	3	0
ENSMUSG00000031779	3	0	0	1	6	0	1
ENSMUSG00000031780	0	0	0	0	0	0	0
ENSMUSG00000031781	934	1101	863	860	906	828	1203
ENSMUSG00000031782	766	1163	802	696	757	668	949
ENSMUSG00000031783	1446	1519	1107	1247	1301	1129	1519
ENSMUSG00000031785	12	0	22	16	23	5	16
ENSMUSG00000031786	0	0	0	0	0	0	0
ENSMUSG00000031787	967	1351	564	716	610	573	623
ENSMUSG00000031788	117	161	45	117	7	17	19
ENSMUSG00000031789	0	0	0	0	0	0	0
ENSMUSG00000031790	6	36	11	10	13	16	13
ENSMUSG00000031791	25	15	34	72	44	31	42
ENSMUSG00000031792	569	809	312	499	579	546	806
ENSMUSG00000031796	427	570	165	300	355	447	507
ENSMUSG00000031799	3506	4601	3749	3482	3906	3864	4498
ENSMUSG00000031802	16	13	6	25	27	6	24
ENSMUSG00000031803	140	167	35	90	82	55	127
ENSMUSG00000031805	3780	6609	3005	3463	4519	3330	5786
ENSMUSG00000031807	1508	1532	1016	1113	1037	939	1123
ENSMUSG00000031808	301	393	210	148	229	212	250
ENSMUSG00000031809	0	0	0	0	1	1	0
ENSMUSG00000031812	8983	7424	8397	9075	9495	8506	8179
ENSMUSG00000031813	1008	1255	850	930	858	891	924
ENSMUSG00000031816	507	461	176	257	343	357	495
ENSMUSG00000031818	6044	5918	5751	5453	5115	4130	5173
ENSMUSG00000031819	494	886	533	670	710	529	667
ENSMUSG00000031820	1424	1590	1177	1299	1385	1295	1532
ENSMUSG00000031821	241	360	140	221	272	194	206
ENSMUSG00000031822	204	202	146	91	275	211	239
ENSMUSG00000031823	1512	1743	1565	1815	1841	1744	2167
ENSMUSG00000031824	1	0	0	2	15	31	20
ENSMUSG00000031825	0	11	0	0	12	1	1
ENSMUSG00000031826	1550	1748	1383	1370	1272	1282	1567
ENSMUSG00000031827	3466	3954	3527	2964	3133	3210	2865
ENSMUSG00000031828	432	520	222	409	678	610	703
ENSMUSG00000031831	0	0	0	5	0	3	13
ENSMUSG00000031832	1218	1506	699	797	1090	1131	1467
ENSMUSG00000031833	2432	3891	1683	1903	2593	2144	2097
ENSMUSG00000031834	200	331	182	267	415	420	520
ENSMUSG00000031835	1806	2382	1001	1200	1954	1818	2453
ENSMUSG00000031837	0	0	0	0	0	0	0
ENSMUSG00000031838	278	450	104	198	350	290	293
ENSMUSG00000031839	956	1107	822	850	1415	1055	1609
ENSMUSG00000031840	83	113	47	20	60	84	118
ENSMUSG00000031841	0	3	0	0	3	11	9
ENSMUSG00000031842	2	26	0	0	23	13	8
ENSMUSG00000031843	307	323	317	296	332	253	368
ENSMUSG00000031844	0	0	0	0	0	0	0
ENSMUSG00000031845	0	0	0	0	0	0	0
ENSMUSG00000031847	0	0	7	0	16	0	0
ENSMUSG00000031848	3513	3474	2612	2560	2794	2371	2885
ENSMUSG00000031849	32	35	52	33	55	25	49
ENSMUSG00000031851	425	610	302	399	390	316	451
ENSMUSG00000031853	0	0	0	0	0	0	0
ENSMUSG00000031858	2573	3610	1203	1802	2473	2444	3346
ENSMUSG00000031860	38	50	12	30	28	47	45
ENSMUSG00000031861	5	16	1	10	2	21	17
ENSMUSG00000031862	3858	4982	1523	2094	3421	3485	4238
ENSMUSG00000031864	668	1103	499	633	687	543	775
ENSMUSG00000031865	2101	2800	2088	1882	2701	1979	2338
ENSMUSG00000031870	0	0	0	0	0	0	0
ENSMUSG00000031871	0	0	0	0	4	0	0
ENSMUSG00000031872	0	0	0	0	0	0	0
ENSMUSG00000031875	73	108	82	89	132	115	172
ENSMUSG00000031876	0	0	0	0	0	0	0
ENSMUSG00000031877	0	0	0	0	0	2	0
ENSMUSG00000031878	1102	1135	861	827	1070	866	1104
ENSMUSG00000031879	549	599	429	490	593	462	650
ENSMUSG00000031880	3406	2694	3582	4301	3060	3564	3076
ENSMUSG00000031881	0	0	0	0	0	1	0
ENSMUSG00000031883	119	133	92	128	58	93	81
ENSMUSG00000031884	0	0	0	0	0	2	1
ENSMUSG00000031885	1243	1435	1141	936	935	997	1272
ENSMUSG00000031886	0	0	0	0	0	0	0
ENSMUSG00000031887	769	1003	527	546	671	614	928
ENSMUSG00000031889	594	654	672	693	605	666	696
ENSMUSG00000031891	0	0	0	0	0	0	0
ENSMUSG00000031893	0	0	0	0	0	1	1
ENSMUSG00000031896	1	15	0	2	16	7	19
ENSMUSG00000031897	4392	6036	3418	3383	4270	3291	4894
ENSMUSG00000031898	0	0	0	0	0	0	0
ENSMUSG00000031901	351	505	431	383	281	315	299
ENSMUSG00000031902	3802	4571	3745	3384	4060	4002	3923
ENSMUSG00000031903	89	147	24	61	84	60	86
ENSMUSG00000031904	745	1149	594	857	709	759	822
ENSMUSG00000031906	3	0	0	0	0	3	6
ENSMUSG00000031907	119	166	155	53	104	119	102
ENSMUSG00000031910	0	0	0	0	0	8	1
ENSMUSG00000031913	1027	1617	888	1053	1070	1192	1503
ENSMUSG00000031916	1628	2167	1169	1419	1694	1378	2074
ENSMUSG00000031917	1361	1570	1037	1162	850	711	849
ENSMUSG00000031918	420	600	222	432	540	529	719
ENSMUSG00000031919	2	1	0	1	0	0	7
ENSMUSG00000031921	484	431	355	364	486	432	517
ENSMUSG00000031922	643	845	468	633	672	633	727
ENSMUSG00000031924	868	1279	899	698	989	937	1242
ENSMUSG00000031925	643	809	687	591	481	456	448
ENSMUSG00000031927	0	0	0	0	0	0	0
